code,display
74657007,Structure of foramen cecum of tongue (body structure)
80502004,Structure of foramen centrale modioli (body structure)
61760009,Structure of foramen lacerum (body structure)
24532009,Structure of foramen magnum (body structure)
89413009,Structure of foramen of Bochdalek (body structure)
65766008,Structure of foramen of Morgagni (body structure)
21575002,Structure of foramen ovale cranii (body structure)
77534003,Structure of foramen ovale of heart (body structure)
50613000,Structure of foramen rotundum (body structure)
5279001,Structure of foramen singulare (body structure)
35665005,Structure of foramen spinosum (body structure)
63786009,Structure of foramina of small veins of right ventricle (body structure)
80049006,Structure of forceps major (body structure)
42932006,Structure of forceps minor (body structure)
369190009,Structure of Forel's H2 bundle (body structure)
36911003,Structure of fornix of hypothalamus (body structure)
9849005,Structure of fornix of lacrimal sac (body structure)
41218000,Structure of fornix of vagina (body structure)
55497005,Structure of fossa navicularis of urethra (body structure)
44542004,Structure of fossa of cranial cavity (body structure)
69010008,Structure of fossa of vaginal vestibule (body structure)
51700009,Structure of fossa ovalis of heart (body structure)
31136007,Structure of fossa triangularis of ear (body structure)
91700003,Structure of fourth aortic arch (body structure)
4072009,Structure of fourth coccygeal vertebra (body structure)
19292007,Structure of fourth costal cartilage (body structure)
40501005,Structure of fourth cuneiform articular facet of third metatarsal bone (body structure)
368512004,Structure of fourth dorsal metacarpal artery (body structure)
117136008,Structure of fourth intercostal space (body structure)
339552002,Structure of fourth left aortic arch (body structure)
422308000,Structure of fourth left lumbar vein (body structure)
397410002,Structure of fourth lumbar artery (body structure)
37675007,Structure of fourth metatarsal articular facet of fifth metatarsal bone (body structure)
88503008,Structure of fourth metatarsal articular facet of third metatarsal bone (body structure)
50302009,Structure of fourth metatarsal facet of cuboid bone (body structure)
4371007,Structure of fourth metatarsal facet of lateral cuneiform bone (body structure)
339450008,Structure of fourth right aortic arch (body structure)
422153005,Structure of fourth right lumbar vein (body structure)
69950008,Structure of fourth sacral vertebra (body structure)
368464008,Structure of fourth volar metacarpal artery (body structure)
421462000,Structure of fourth web space of foot (body structure)
67046006,Structure of fovea centralis (body structure)
55370004,Structure of fovea oblonga of arytenoid cartilage (body structure)
29025007,Structure of fovea triangularis of arytenoid cartilage (body structure)
66564001,Structure of free edge of nail (body structure)
77024004,Structure of free margin of eyelid (body structure)
84415004,Structure of free margin of ovary (body structure)
52268002,Structure of free surface of gingiva (body structure)
7652006,Structure of frenulum labii (body structure)
34148009,Structure of frenulum labii inferioris (body structure)
45825006,Structure of frenulum labii superioris (body structure)
1159005,Structure of frenulum linguae (body structure)
48316008,Structure of frenulum of clitoris (body structure)
46636005,Structure of frenulum of foreskin (body structure)
22763007,Structure of frenulum of ileocecal valve (body structure)
21918004,Structure of frontal angle of parietal bone (body structure)
35201009,Structure of frontal belly of occipitofrontalis muscle (body structure)
369336008,Structure of frontal branch of anterior cerebral artery (body structure)
369304001,Structure of frontal branch of middle cerebral artery (body structure)
73824004,Structure of frontal branch of superficial temporal artery (body structure)
153925002,Structure of frontal diploic vein (body structure)
18422009,Structure of frontal eminences (body structure)
16792007,Structure of frontal lobe gyrus (body structure)
51033008,Structure of frontal nerve (body structure)
72175008,Structure of frontal pole (body structure)
13169005,Structure of frontal process of embryo (body structure)
62380005,Structure of frontal process of maxilla (body structure)
368904000,Structure of frontal sinus gland (body structure)
74448009,Structure of frontal suture of skull (body structure)
90862009,Structure of frontoethmoidal suture of skull (body structure)
16113007,Structure of frontolacrimal suture of skull (body structure)
22182005,Structure of frontomaxillary suture of skull (body structure)
118505008,Structure of frontonasal duct (body structure)
44535004,Structure of frontonasal suture of skull (body structure)
57941001,Structure of frontoparietal operculum (body structure)
369335007,Structure of frontopolar branch of anterior cerebral artery (body structure)
67796004,Structure of frontopontine tract of internal capsule (body structure)
1063000,Structure of frontozygomatic suture of skull (body structure)
61648004,"Structure of full term fetus, age 36-42 weeks (body structure)"
410741006,Structure of fundiform ligament of penis (body structure)
65784005,Structure of fundus of eye (body structure)
14347000,Structure of fundus of gallbladder (body structure)
41195007,Structure of fundus of internal auditory canal (body structure)
66247003,Structure of fundus of urinary bladder (body structure)
27485007,Structure of fundus uteri (body structure)
368732000,Structure of fungiform papillae of tongue (body structure)
52719001,Structure of galea aponeurotica (body structure)
69039008,Structure of gallbladder fossa of liver (body structure)
39197003,Structure of ganglion cell layer of retina (body structure)
11469007,Structure of ganglion impar (body structure)
44467004,Structure of ganglion terminale of cephalic portion of sympathetic nervous system (body structure)
367600009,Structure of gastric artery (body structure)
87206002,Structure of gastric foveola (body structure)
40745008,Structure of gastric fundal gland (body structure)
42551006,Structure of gastric impression of liver (body structure)
48231002,Structure of gastric lumen (body structure)
64157005,Structure of gastric plexus (body structure)
65743007,Structure of gastric rugae (body structure)
19449000,Structure of gastric surface of spleen (body structure)
110568007,Structure of gastric vein (body structure)
47606005,Structure of gastrocolic ligament (body structure)
37274004,Structure of gastroduodenal artery (body structure)
6544009,Structure of gastrohepatic ligament (body structure)
27464007,Structure of gastrointestinal serosa (body structure)
6076005,Structure of gastrointestinal subserosa (body structure)
